verdict	tier	llm	originMatch	band	headword	reading	glossEn	ko_word	ko_origin	ko_definition	llm_reason	id
?	1	1	n	1	形跡	けいせき	traces, evidence	형적(0)	形跡/形迹	사물의 형상과 자취를 아울러 이르는 말. 또는 남은 흔적.	일본어의 '形跡'과 한국어의 '형적'은 모두 '형태와 자취'라는 동일한 의미로 통용되며, 한자 표기 차이 (정자/신자체) 에 불과하므로 같은 단어입니다.	1250370
?	1	1	n	1	火炎瓶	かえんびん	Molotov cocktail, petrol bomb, gasoline bomb	화염-병(0)	火焰甁	휘발유나 시너 따위의 화염제를 넣어 만든 유리병. 심지에 불을 붙여 던지면 병이 깨지면서 불이 확산된다.	일본어의 '火炎瓶'과 한국어의 '화염병'은 모두 휘발유 등을 넣어 만든 폭발물을 지칭하는 동일한 개념이며, 일본어 표기인 '炎'과 한국어 표기인 '焰'은 같은 의미의 한자 (신자체와 정자 차이) 이고 '甁'과 '瓶'도 병을 뜻하는 동일한 한자의 변형이므로 사실상 같은 단어입니다.	1193720
?	1	1	n	1	凶悪	きょうあく	atrocious, heinous, fiendish, brutal	흉악(0)	凶惡/兇惡	성질이나 언행이 악하고 모짊.	일본어의 '凶悪'과 한국어의 '흉악'은 모두 '악하다/나쁘다'라는 동일한 의미와 한자 어원을 공유하며, 한국 표준국어대사전에서 표기된 원어 한자 '兇惡'은 일본어 신자체 '凶悪'에 대응하는 정자 형태이므로 같은 단어입니다.	1591510
?	1	1	n	1	痕跡	こんせき	trace, vestige, mark, sign	흔적(0)	痕跡/痕迹	어떤 현상이나 실체가 없어졌거나 지나간 뒤에 남은 자국이나 자취.	일본어의 'こんせき'와 한국어의 '흔적'은 모두 동일한 한자 조합 (痕跡/痕迹) 을 사용하며 뜻이 완전히 일치하므로 같은 단어입니다.	1290580
?	1	1	n	1	希薄	きはく	thin (air), weak (liquid), dilute, sparse (population)	희박(0)	稀薄	‘희박하다’의 어근.	일본어의 '希薄'과 한국어의 '희박'은 모두 희소함을 나타내는 동일한 어원을 공유하며, 일본에서는 부수 단순화 (신자체) 로 인해 '希'가 '稀'로 표기된 차이일 뿐 의미와 발음은 동일합니다.	1591380
?	1	1	n	1	内科	ないか	internal medicine, department of internal medicine	내과(1)	內科	내장의 기관에 생긴 병을 외과적 수술에 의하지 않고, 물리 요법이나 약으로 치료하는 의학 분야.	일본어의 '内科'와 한국어의 '내과'는 모두 '내부 장기를 치료하는 의학 분야'라는 동일한 뜻과 개념을 가지며, 한자 표기 차이 (新자체 vs 정자) 에 불과합니다.	1457830
?	1	1	n	1	内規	ないき	private regulations, bylaws, internal rules, tradition	내규(0)	內規	어떤 개별 단체나 조직에서 그 실정에 따라 내부에서만 시행할 목적으로 만든 규정.	일본어의 '내규'와 한국 표준국어대사전의 '내규'는 모두 동일한 한자 조합 (內規) 으로 조직 내부 규정을 의미하며, 일본어 표기인 'ないき'와 한국어 발음 '내규'는 각각 해당 언어의 고유 음독에 불과하므로 단어 자체는 동일하다.	1458030
?	1	1	n	1	内陸	ないりく	inland	내륙(0)	內陸	바다에서 멀리 떨어져 있는 육지.	일본어의 '내륙'과 한국 표준국어대사전의 '내륙'은 모두 바다에서 멀리 떨어진 육지를 뜻하는 동일한 개념으로, 한자 표기 차이 (정자/신자체) 에 의한 것뿐이다.	1459500
?	1	1	n	1	内面	ないめん	inside, interior, (within) one's mind, one's soul	내면(0)	內面	물건의 안쪽.	일본어의 '내면'과 한국 사전의 '내면'은 모두 '안쪽/속마음'이라는 동일한 의미와 한자 구성을 공유하므로 같은 단어이며 자형 차이만 존재한다.	1459290
?	1	1	n	1	内示	ないじ	unofficial announcement, private notice, informal notification	내시(1)	內示	공식적으로 알리기 전에 몰래 알림.	일본어의 '내시'와 한국어의 '내시'는 모두 '공식 발표 전 비공식적 알림'이라는 동일한 의미와 한자 구성 (內示) 을 공유하므로 같은 단어입니다.	1582540
?	1	1	n	1	内申	ないしん	unofficial report, confidential report	내신(1)	內申	인사 문제나 사업 내용 따위를 공개하지 아니하고 상급 기관에 보고함. 또는 그 보고.	일본어의 '내신'과 한국 사전의 '내신'은 모두 인사나 사업 내용을 공개하지 않고 상급 기관에 보고하는 동일한 개념을 지칭하며, 한자 표기 차이 (正體字 vs 新字体) 에 불과합니다.	1458560
?	1	1	n	1	内心	ないしん	inner thoughts, real intention, inmost heart, one's mind	내심(1)	內心	겉으로 드러나지 아니한 실제의 마음.	일본어의 'ないしん'은 중국어에서 유래한 한자어이며, 한국 표준국어대사전의 '내심'과 원어 한자 (內心/內心) 가 동일하고 뜻도 일치하므로 같은 단어입니다.	1458550
?	1	1	n	1	内海	ないかい	inland sea, inlet, gulf, bay	내해(0)	內海	육지로 둘러싸인, 육지에 가까운 바다.	일본어의 '내해'와 한국 사전의 '내해'는 모두 육지에 가까운 바다를 뜻하는 동일한 개념으로, 한자 표기 차이만 있을 뿐 의미와 어원이 일치합니다.	1582460
?	1	1	n	1	内乱	ないらん	civil war, insurrection, rebellion, domestic conflict	내란(0)	內亂	나라 안에서 정권을 차지할 목적으로 벌어지는 큰 싸움.	일본어의 '내란'과 한국 표준국어대사전의 '내란'은 모두 '나라 안에서 벌어지는 내전'이라는 동일한 의미와 한자 구성을 공유하며, 현대 한국어 표기에서 일본어 신자체와 정자의 차이로 인해 자형만 다를 뿐 본질적으로 같은 단어입니다.	1459460
?	1	1	n	1	圏内	けんない	inside (a region, area, etc.), within the range (of), within the sphere (of influence, etc.)	권내(1)	圈內	일정한 범위나 테두리의 안.	권내와 圏內는 일본어의 신자체 표기 차이일 뿐 의미와 발음이 동일한 단어입니다.	1257100
?	1	1	n	1	学内	がくない	within the school	학내(0)	學內	학교의 내부.	일본어의 'がくない'과 한국 표준국어대사전의 '학내'는 모두 '학교 내부'라는 동일한 의미와 한자 구성 (學內/学内) 을 공유하며, 이는 일본어 신자체와 중국어 정자 간의 자형 차이로 인한 표기만 다른 동일한 단어입니다.	1207020
?	1	1	n	1	学説	がくせつ	theory	학설(0)	學說	학술적 문제에 대하여 주장하는 이론 체계.	일본어의 '가쿠세츠'와 한국어의 '학설'은 모두 '學說'이라는 동일한 한자 조합으로 이루어져 있으며, 부수 단순화 (신자체↔정자) 에 의한 자형 차이일 뿐 뜻과 발음 체계는 동일합니다.	1206950
?	1	1	n	1	専門的	せんもんてき	technical, specialist, professional, exclusive	전문-적(0)	專門的/顓門的	어떤 분야에 상당한 지식과 경험을 가지고 그 일을 잘하는 것.	일본어의 'せんもんてき'는 한자 '専門的'을 읽은 말로, 한국 사전의 '전문적'과 동일한 단어이며 일본 신자체와 한국 정자의 자형 차이만 존재한다.	1389920
?	1	1	n	1	廃絶	はいぜつ	abolition, elimination, extinction, discontinuation	폐절(0)	廢絕	폐하여 없앰.	일본어의 '廃絶'과 한국어의 '폐절'은 모두 '廢絕'이라는 동일한 한자 표기를 사용하며, 일본어 신자체와 한국 정자의 자형 차이로 인해 원어 한자가 다르게 보일 뿐 뜻과 발음 체계는 동일합니다.	1472150
?	1	1	n	1	戦没	せんぼつ	death in battle, killed in action	전몰(1)	全歿	전투 따위에서 모두 죽음.	일본어의 'せんぼつ'은 한국에서 통용되는 표준 표기인 '전몰'과 동일한 단어이며, 일본에서는 신자체로 쓰이는 '戰歿'을 한국 정자 '全歿'으로 읽는 경우를 제외하면 본질적으로 같은 의미와 발음을 가진 단어입니다.	1390550
?	1	1	n	1	教科	きょうか	subject, curriculum	교과(1)	敎科	학교에서 교육의 목적에 맞게 가르쳐야 할 내용을 계통적으로 짜 놓은 일정한 분야.	일본어의 신자체 '教科'와 한국의 정자 '敎科'는 같은 단어의 표기 차이일 뿐 뜻과 발음은 동일합니다.	1237010
?	1	1	n	1	教習	きょうしゅう	training, instruction	교습(0)	敎習	학문이나 기예 따위를 가르쳐 익히게 함.	일본어의 신자체 '敎'와 한국의 정자 '敎'는 같은 글자이며, 일본어 표기인 '教習'과 한국 사전의 '교습'은 한자 음독이 일치하고 뜻도 동일하므로 자형 차이만 있는 동일한 단어입니다.	1237170
?	1	1	n	1	教祖	きょうそ	founder of a religious sect	교조(1)	敎祖	어떤 종교나 종파를 처음 세운 사람.	일본어의 신자체 '教'과 한국의 정자 '敎'는 같은 한자이며 뜻이 동일하므로 표기 차이일 뿐 같은 단어입니다.	1237240
?	1	1	n	1	既得権	きとくけん	vested rights	기득-권(0)	旣得權	특정한 자연인, 법인, 국가가 정당한 절차를 밟아 이미 차지한 권리.	일본어의 '既'와 한국어 표제어의 '旣'은 모두 '이미'라는 뜻을 가진 동일한 한자 (신자체와 정자 차이) 이며, 두 단어의 뜻과 발음도 일치하므로 같은 단어입니다.	1220500
?	1	1	n	1	既成事実	きせいじじつ	established fact, fait accompli	기성-사실(0)	旣成事實	이미 이루어진 사실.	일본어의 '既成事実'과 한국 사전의 '旣成事實'은 일본 신자체와 중국 정자 (또는 고전 한자) 의 자형 차이일 뿐 의미와 발음은 동일한 단어입니다.	1220410
?	1	1	n	1	栄養士	えいようし	dietitian, (licensed) nutritionist	영양-사(0)	營養士	면허를 가지고, 과학적으로 식생활의 영양에 관한 지도를 하는 사람.	일본어의 '栄養士'와 한국 표준국어대사전의 '영양사'는 모두 식생활 지도 전문가를 뜻하는 동일한 개념이며, 일본어 신자체 (營養) 와 중국식 정자 (營養) 의 자형 차이로 인해 표기만 다른 동일한 단어입니다.	1174020
?	1	1	n	1	栄養失調	えいようしっちょう	malnutrition	영양-실조(0)	營養失調	영양소의 부족으로 일어나는 신체의 이상 상태. 빈혈, 부종(浮腫), 느린맥박, 설사, 피로감 따위의 증상이 나타난다.	일본어의 신자체 표기 '栄養失調'과 한국 표준국어대사전의 정자 표기 '營養失調'은 동일한 단어이며 한자 자형 차이만 존재하고 뜻도 동일합니다.	1174030
?	1	2	n	1	検閲	けんえつ	censorship, inspection, examination	검열(1)	檢閱	어떤 행위나 사업 따위를 살펴 조사하는 일.	일본어의 'けんえつ'는 한국 표기 '검열'과 동일한 단어이며, 일본에서는 신자체로 쓰이는 반면 한국 표준국어대사전은 정자 (檢閱) 를 사용하여 표기하는 차이일 뿐이다.	1257840
?	1	1	n	1	没後	ぼつご	after death, posthumously	몰후(0)	歿後	죽고 난 이후.	일본어의 'ぼつご'는 중국 한자음인 '몰후'를 그대로 차용한 단어이며, 일본에서 쓰이는 표기인 '没後'와 한국 표준국어대사전의 원어 한자 '歿後'는 모두 '죽은 뒤'라는 동일한 의미의 동음이의적 표현으로, 부수 단순화 (正字↔新字体) 차이로 인해 자형만 다를 뿐 같은 단어입니다.	1603730
?	1	1	n	1	清潔	せいけつ	clean, hygienic, sanitary, pure	청결(1)	淸潔	맑고 깨끗함.	淸은 정자화 과정에서 清으로 단순화된 동일한 한자이며 뜻과 발음도 일치한다.	1378200
?	1	1	n	1	画一	かくいつ	uniformity, standardization, standardisation	획일(0)	劃一	‘획일하다’의 어근.	일본어의 'かくいつ'는 한국 표준국어대사전의 표제어인 '획일'과 동일한 단어이며, 일본어에서 쓰이는 '画'와 한국어 표제어에 쓰이는 '劃'은 같은 한자 (劃) 의 자형 차이 (신자체 vs 정자) 에 불과합니다.	1589990
?	1	1	n	1	税務署	ぜいむしょ	tax office	세무-서(0)	稅務署	국세청 산하에서 내국세에 관한 사무를 맡아보는 지방 세무 행정 관청.	일본어의 신자체 표기 '稅務署'와 한국 표준국어대사전의 정자 표기 '稅務署'는 같은 단어이며 한자 자형 차이만 존재하고 뜻도 동일합니다.	1382190
?	1	1	n	1	経済封鎖	けいざいふうさ	economic blockade, embargo	경제^봉쇄(0)	經濟封<span class="korean-webfont">&#x9396;</span>	한 나라 또는 몇 나라가 연합하여 적대국인 특정 나라에 대하여 경제적 거래를 끊거나 제한함으로써 그 나라를 경제적으로 고립시키거나 어렵게 만드는 일.	일본어의 '経済封鎖'와 한국 사전의 '경제봉쇄'는 모두 경제 활동을 차단한다는 동일한 의미이며, 일본어 표기인 '鎖'와 한국어 표제어 원어 한자 '鎖'는 정자와 신자체의 차이로 같은 글자입니다.	1630540
?	1	1	n	1	脱皮	だっぴ	ecdysis, shedding (of skin), sloughing, molting	탈피(0)	脫皮	껍질이나 가죽을 벗김.	일본어의 'だっぴ'와 한국어의 '탈피'는 모두 '껍질이나 가죽을 벗김'이라는 동일한 의미의 단어이며, 한자 표기 차이 (脫 vs 脱) 는 일본어 신자체와 중국/한국 정자의 단순화 차이로 인해 발생한 자형상의 차이일 뿐이다.	1416600
?	1	1	n	1	説明書	せつめいしょ	(printed) instructions, manual, explanatory leaflet (pamphlet, note), description	설명-서(0)	說明書	내용이나 이유, 사용법 따위를 설명한 글.	일본어의 '설명書'와 한국 표준국어대사전의 '설명-서'는 모두 동일한 의미 (사용법 등을 설명한 글) 를 지닌 단어이며, 한자 표기 차이 (정자/신자체 및 띄어쓰기) 에 불과합니다.	1386470
?	1	1	n	1	閲覧	えつらん	inspection, reading, perusal, browsing (the web)	열람(0)	閱覽	도서관 등에서 책이나 문서 따위를 봄.	일본어의 'えつらん'은 한국 표기인 '열람'의 한자 '閱覽'에서 부수 단순화 (신자체) 로 변형된 동일한 단어입니다.	1175380
?	1	1	n	1	青空	あおぞら	blue sky	청공(1)	靑空	푸른 하늘.	청공과 靑空은 일본어의 신자체 표기인 青空과 동일한 단어이며 뜻도 푸른 하늘로 일치합니다.	1381470
?	1	1	n	1	青梅	あおうめ	unripe plum	청매(1)	靑梅	아직 익지 아니하여 푸른 매실.	일본어의 '青梅'과 한국어의 '靑梅'는 모두 푸른 매실을 뜻하는 동일한 단어이며, 한자 표기 차이 (靑 vs 青) 만 존재한다.	1750210
?	1	1	n	1	青葉	あおば	fresh leaves	청엽(0)	靑葉	푸른 잎.	일본어의 신자체 '青'과 한국의 정자 '靑'은 같은 한자이며 뜻이 동일하므로 표기 차이일 뿐 같은 단어입니다.	1628120
?	1	2	n	1	青写真	あおじゃしん	blueprint, cyanotype, blueprint (for the future), plan	청-사진(0)	靑寫眞	건축이나 기계 따위의 도면(圖面)을 복사하는 데 쓰는 사진. 푸른 바탕의 종이 위에 원도면(原圖面)이 흰 줄로 나타난다. 화학 약품을 바른 종이 위에 얇은 종이에 그린 도면을 덮고 빛을 쬐어 현상하여 만든다.	일본어의 '青写真'은 건축도면 복사 기술을 뜻하는 단어이며, 한국 표준국어대사전의 '靑寫眞'이 이에 해당하므로 한자 표기 차이 (신자체 vs 정자) 를 제외하면 같은 단어입니다.	1750060
?	1	1	n	2	管弦楽	かんげんがく	orchestral music	관현-악(0)	管絃樂	관악기, 타악기, 현악기 따위로 함께 연주하는 음악.	일본어의 '絃'은 현대 한자에서 '弦'으로 표기되지만 뜻과 발음은 동일하여 같은 단어입니다.	1214130
?	1	1	n	2	管弦楽団	かんげんがくだん	orchestra	관현악-단(0)	管絃樂團	관현악을 연주하는 단체.	일본어의 '絃'은 한국 정자 '絃'과 동일한 글자이며, 일본 표기인 '管弦楽団'과 사전 표제어 '관현악-단'은 뜻이 같고 한자 자형 차이만 있는 동일 단어입니다.	1214140
?	1	1	n	2	陶磁器	とうじき	ceramics, pottery and porcelain	도자-기(0)	陶瓷器	도기(陶器), 자기(瓷器), 사기(沙器), 질그릇 따위를 통틀어 이르는 말. 점토에 장석, 석영 따위의 가루를 섞어 성형, 건조, 소성(燒成)한 제품으로, 소지(素地)의 상태, 소성 온도 따위에 따라 토기, 도기, 석기(炻器), 자기로 나눈다.	일본어의 'とうじき'는 한국 표기 '도자기'와 동일한 단어이며, 일본에서는 '陶磁器'를 쓰지만 한국 표준국어대사전에서는 통상적으로 '도자기'로 표기하는 경우 두 표기는 같은 개념을 가리킨다.	1450660
?	1	2	n	2	無論	むろん	of course, certainly, naturally	무론(0)	無論/毋論	말할 것도 없음.	일본어의 '無論'과 한국어의 '무론'은 모두 '말할 것도 없다'는 동일한 의미와 어원을 공유하며, 일본어 표기에서 '無'를 '毋'로 쓰는 것은 한자 간체화 과정에서 발생한 자형 차이일 뿐 단어 자체는 동일하다.	1531080
?	1	1	n	2	反逆	はんぎゃく	treason, treachery, mutiny, rebellion	반역(1)	反逆/叛逆	나라와 겨레를 배반함.	일본어의 'はんぎゃく'은 한국 표준국어대사전의 '반역'과 동일한 의미 (배반, 반란) 를 지닌 단어이며, 표기 차이는 일본 신자체와 중국 정자/한자의 차이로 인한 것뿐이다.	1601180
?	1	1	n	2	白内障	はくないしょう	cataract	백-내장(0)	白內障	수정체가 회백색으로 흐려져서 시력이 떨어지는 질병. 노화로 발병하는 경우가 가장 많으나 상처를 입거나 당뇨병을 앓아서 발병하기도 한다.	일본어의 '白内障'과 한국 사전의 '백내장'은 모두 수정체 혼탁으로 인한 안질환을 뜻하는 동일한 단어이며, 일본어는 신자체를 사용하고 한국어 표제어는 정자 (또는 부수 단순화) 를 사용한 자형 차이일 뿐이다.	1841120
?	1	1	n	2	浮遊	ふゆう	floating, drifting, suspension, wandering (about)	부유(1)	浮遊/浮游	물 위나 물속, 또는 공기 중에 떠다님.	일본어의 '浮遊'과 한국어의 '부유'는 모두 물이나 공중에 떠다니는 동일한 개념을 나타내며, 일본어 신자체와 한국 정자 간의 자형 차이 (游 vs 遊) 에 불과합니다.	1625100
?	1	1	n	2	席巻	せっけん	sweeping (over, across), conquering, overwhelming	석권(0)	席卷/席捲	돗자리를 만다는 뜻으로, 빠른 기세로 영토를 휩쓸거나 세력 범위를 넓힘을 이르는 말.	일본어의 'せっけん'은 중국어에서 유래한 한자어 '席捲'을 일본식으로 읽은 것이며, 한국 표준국어대사전의 '석권'은 동일한 원어 (正字) 와 뜻 (빠른 기세로 휩쓸다) 을 공유하는 단어입니다.	1596100
?	1	1	n	2	宣教師	せんきょうし	missionary	선교-사(0)	宣敎師	외국에 파견되어 기독교의 전도에 종사하는 사람.	宣敎師와 宣教師는 일본어 신자체 표기 차이일 뿐 뜻과 발음은 동일하므로 같은 단어입니다.	1389670
?	1	1	n	2	城内	じょうない	inside of a castle, area surrounded by castle walls	성내(0)	城內	성의 안쪽.	일본어의 '城内'과 한국어의 '성내'는 모두 성곽 안쪽을 의미하는 동일한 개념으로, 일본어 신자체와 한국 정자 간의 자형 차이로 인해 표기만 다를 뿐 본질은 같은 단어입니다.	1764330
?	1	1	n	2	水蒸気	すいじょうき	water vapour, water vapor, steam	수-증기(0)	水蒸氣/水烝氣	기체 상태로 되어 있는 물.	일본어의 '水蒸気'와 한국 사전의 '수증기'는 모두 물이 기체 상태가 된 현상을 뜻하는 동일한 개념이며, 표기 차이는 일본 신자체(氣)와 중국 정자/한자 (氣) 의 자형 차이로 인한 것뿐이다.	1371660
?	1	1	n	2	熟練	じゅくれん	skill, expertise, experience, proficiency	숙련(0)	熟鍊/熟練	연습을 많이 하여 능숙하게 익힘.	일본어의 '熟練'과 한국어의 '숙련'은 모두 '연습을 많이하여 능숙해짐'이라는 동일한 의미와 한자 어원을 공유하며, 한국 표준국어대사전에서 표기된 원어 한자 중 '鍊'은 일본 신자체 '練'에 대응하는 정자이므로 같은 단어입니다.	1337930
?	1	1	n	2	岩盤	がんばん	bedrock	암반(0)	巖盤	다른 바위 속으로 돌입하여 불규칙하게 굳어진 큰 바위.	암반과 암반은 일본어의 신자체 (岩盤) 와 한국의 정자 (巖盤) 가 동일한 단어의 한자 표기 차이일 뿐 뜻이 같습니다.	1217400
?	1	1	n	2	逸脱	いつだつ	deviation, departure, (accidental) omission	일탈(0)	逸脫	정하여진 영역 또는 본디의 목적이나 길, 사상, 규범, 조직 따위로부터 빠져 벗어남.	일본어의 '逸脱'과 한국어의 '일탈'은 모두 '벗어나다'라는 동일한 의미로 쓰이며, 일본어 표기인 '脫'과 한국 표기인 '脫'은 한자 부수 단순화 차이로 실제 단어는 동일합니다.	1167750
?	1	1	n	2	絶縁	ぜつえん	breaking off relations (with), severing one's connections (with), breaking with (e.g. one's past), insulation (electrical or thermal)	절연(1)	絕緣	인연이나 관계를 완전히 끊음.	일본어의 '絶縁'과 한국어의 '절연'은 모두 '인연을 끊다'라는 동일한 의미와 한자 구성을 공유하며, 한국 표준국어대사전에서 일본어 표기와 다른 원어 한자를 제시한 것은 신자체/정자 차이로 인한 표기상 불일치일 뿐 실제 단어는 동일합니다.	1386760
?	1	1	n	2	停泊	ていはく	anchorage, anchoring, mooring	정박(0)	碇泊/渟泊	배가 닻을 내리고 머무름.	일본어의 'ていはく'은 한국어의 '정박'과 동일한 의미로, 일본어 표기인 '停泊'과 한국 표준국어대사전 표제어 '碇泊/渟泊'은 같은 단어에 대한 한자 자형 (신자체와 정자) 의 차이일 뿐이다.	1435060
?	1	1	n	2	弔辞	ちょうじ	memorial address, words of condolence, funeral oration, eulogy	조사(1)	弔死	죽은 사람에 대하여 슬픈 뜻을 표함.	일본어의 '弔辞'와 한국 사전의 '弔死'는 모두 죽은 자에 대한 애도나 슬픈 뜻을 나타내는 동일한 개념을 지칭하며, 이는 일본어 표기에서 '辞'(사) 가 중국 고전 한자 사용 시 '死'(사) 로 표기된 역사적 변이 (신자체/정자 차이 및 고문헌 표기 관습) 에 기인한 동일 단어의 형태적 차이로 판단된다.	1427690
?	1	1	n	2	直接税	ちょくせつぜい	direct tax	직접-세(0)	直接稅	국가가 납세 의무자에게 직접 징수하는 조세. 소득세·법인세·상속세·부당 이득세·재산세 따위가 있으며, 납세 의무자는 그 의무를 다른 사람에게 전가할 수 없다.	일본어의 '直接税'와 한국 사전의 '직접세'는 모두 동일한 개념인 직접 조세를 지칭하며, 일본어 표기에서 쓰이는 '稅'가 한국 표준국어대사전 표제어에 반영된 정자 '稅'로 통일된 것뿐이다.	1431220
?	1	1	n	2	推理小説	すいりしょうせつ	mystery novel, detective novel, whodunit	추리^소설(0)	推理小說	범죄 사건에 대한 수사를 주된 내용으로 하며 그 사건을 추리하여 해결하는 과정에 흥미의 중점을 두는 소설.	일본어의 'すいりしょうせつ'과 한국 표준국어대사전의 '추리소설'은 모두 범죄 수사와 추리를 다루는 소설을 지칭하는 동일한 개념이며, 한자 표기 차이 (新자체 vs 正體字) 에 불과합니다.	1713000
?	1	1	n	2	布教	ふきょう	propagation (e.g. a religion), proselytizing, missionary work	포교(1)	布敎	종교를 널리 폄.	일본어의 '布教'과 한국 표준국어대사전의 '포교'는 모두 종교 전파를 뜻하는 동일한 단어이며, 일본에서는 신자체로 쓰이는 '敎'가 한국에서는 정자형인 '敎'로 표기된 차이일 뿐이다.	1616790
?	1	1	n	2	港内	こうない	inside the harbour, inside the harbor	항내(0)	港內	항구의 안.	일본어의 '港内'와 한국 표준국어대사전의 '항내'는 모두 '항구의 안'이라는 동일한 의미와 한자 구성을 가지며, 일본어 표기에서 쓰이는 신자체 (港) 와 중국식 정자 (港) 의 차이로 인한 자형만 다른 동일한 단어입니다.	1280020
?	1	1	n	2	併設	へいせつ	joint establishment (esp. schools of different levels or different courses of study), establishment as an annex (e.g. of a school), juxtaposition, placing side by side	병설(0)	竝設/倂設	두 가지 이상을 아울러 한곳에 갖추거나 세움.	일본어의 'へいせつ'은 한국 표준국어대사전의 '병설'과 동일한 의미로, 일본어 신자체인 '併設'과 한국 정자/간체 혼용형인 '竝設' 또는 '倂設'은 같은 단어의 자형 차이일 뿐이다.	1506150
?	1	1	n	2	内幕	うちまく	lowdown, inside information, hidden circumstances, inside facts	내막(1)	內幕	겉으로 드러나지 아니한 일의 속 내용.	일본어의 'うちまく'은 한국 표준국어대사전의 '내막'과 동일한 의미로, 일본어 정자 (內幕) 와 한국 신자체 (内幕) 의 자형 차이일 뿐 같은 단어입니다.	1582570
?	1	1	n	2	戸外	こがい	open air, outdoors, outside	호외(1)	戶外	문의 바깥. 또는 집의 바깥.	일본어의 '戸外'와 한국어의 '호외'는 모두 '문 밖'이라는 동일한 의미로 쓰이며, 일본어 표기인 '戸'와 한국어 표제어에 쓰인 '戶'는 같은 한자 (정자/신자체 차이) 이므로 뜻과 발음이 일치하는 동일 단어입니다.	1266980
?	1	1	n	2	教育者	きょういくしゃ	educator, teacher, educationalist	교육-자(0)	敎育者	교원으로서 교육에 종사하는 사람.	일본어의 신자체 표기 '敎育者'와 한국 표준국어대사전의 정자 표기 '敎育者'는 동일한 단어이며, 한자 자형의 단순화 차이만 존재하고 뜻도 동일합니다.	1630230
?	1	1	n	2	教育的	きょういくてき	educational, instructive	교육-적(0)	敎育的	지식과 기술 따위를 가르치며 인격을 길러 주는 것.	일본어의 신자체 '敎育的'과 한국의 정자 '敎育的'은 같은 단어의 한자 표기 차이일 뿐 뜻이 동일하므로 verdict 1 입니다.	1761540
?	1	1	n	2	栄養素	えいようそ	nutrient	영양-소(0)	營養素	성장을 촉진하고 생리적 과정에 필요한 에너지를 공급하는 영양분이 있는 물질. 고등 동물에서는 탄수화물·지방·단백질·비타민·무기질 따위가 있고, 고등 식물에서는 질소·칼륨·인 따위가 있다.	일본어의 '栄養素'와 한국 표준국어대사전의 '영양소'는 모두 영양분을 뜻하는 동일한 개념으로, 한자 표기 차이 (新자체 vs 정자) 에 의한 것뿐이다.	1174040
?	1	1	n	2	栄養学	えいようがく	dietetics, nutritional science	영양-학(0)	營養學	생물체의 영양 작용과 영양 상태 및 영양물에 관하여 연구하는 학문. 생명의 유지 및 심신의 건강을 유지하기 위한 학문으로, 영양 생리학·영양 화학·영양 병리학 따위가 있다.	일본어의 신자체 표기 '栄養学'과 한국 표준국어대사전의 정자 표기 '營養學'은 같은 단어이며 한자 자형 차이만 존재하고 뜻도 동일합니다.	1613560
?	1	1	n	2	清流	せいりゅう	clear stream	청류(0)	淸流	맑게 흐르는 물.	淸과 청은 부수 단순화로 인한 동일한 한자이며, 일본어의 'せいりゅう'와 한국어의 '청류'는 모두 맑게 흐르는 물을 뜻하는 같은 단어입니다.	1378380
?	1	1	n	2	清浄	せいじょう	pure, clean, purity	청정(1)	淸正	‘청정하다’의 어근.	일본어의 'せいじょう'는 한국 표준국어대사전의 '청정 (淸正)'과 동일한 어원을 가지며, 일본에서는 부수 단순화 등으로 인해 한자 자형이 '清浄'으로 표기된 경우이다.	1378270
?	1	1	n	2	脱硫	だつりゅう	desulfurization, desulphurisation, desulphurization	탈류(0)	脫硫	‘탈황’의 전 용어.	일본어의 '脱硫'과 한국 사전의 '脫硫'는 부수 단순화 (新자체 vs 정자) 로 인한 자형 차이일 뿐 의미와 발음은 동일한 단어입니다.	1623790
?	1	1	n	2	脱水	だっすい	dehydration (removal of water), desiccation, evaporation, spinning (laundry)	탈수(0)	脫水	어떤 물체 안에 들어 있는 물기를 뺌. 또는 물기가 빠짐.	일본어의 '脱水'과 한국어의 '탈수'는 모두 물기를 빼는 동일한 개념을 나타내며, 일본어 신자체와 한국 정자 간의 부수 단순화 차이 (脫→脱) 에 기인한 표기상의 차이일 뿐이다.	1416540
?	1	1	n	2	脱走	だっそう	escape, flight, breakout, fleeing	탈주(0)	脫走	몸을 빼쳐 달아남.	일본어의 '脱走'과 한국어의 '탈주'는 모두 '몸을 빼쳐 달아남'이라는 동일한 의미와 한자 구성 (脫=탈, 走=주) 을 공유하며, 한국 표준국어대사전 표제어에 일본어 원어 한자가 그대로 명시되어 있어 같은 단어임을 확인	1610240
?	1	1	n	2	青年団	せいねんだん	young persons' association	청년-단(0)	靑年團	어떤 목적을 위하여 조직된 청년들의 단체.	일본어의 '靑'은 한국 정자 '靑'에 해당하며, 일본 신자체 표기와 한국 표준 한자의 차이일 뿐 의미와 발음의 근원은 동일하다.	1750050
?	1	2	n	2	青雲	せいうん	blue sky, erudition, detachment from the world, high rank	청운(0)	靑雲	푸른 빛깔의 구름.	일본어의 'せいうん'은 한국 표기인 '靑雲'(청운)을 신자체로 단순화하여 '青雲'으로 쓴 것이며, 두 표기는 같은 단어의 자형 차이일 뿐 뜻도 동일하다.	1750300
