verdict	originMatch	band	headword	reading	glossEn	ko_word	ko_origin	ko_definition	id
	Y	3	高々	たかだか	very high, high up, aloft, only	고고(9)	高高	매우 높음.	1596810
	Y	3	高感度	こうかんど	high sensitivity, highly sensitive (e.g. film, radio receiver), high speed (film), discerning	고-감도(0)	高感度	감도가 매우 뛰어남.	1283340
	Y	3	高見	たかみ	height, elevated place	고견(1)	高見	뛰어난 의견이나 생각.	1283230
	Y	3	高潔	こうけつ	noble, lofty, high-minded, virtuous	고결(2)	高潔	성품이 고상하고 순결함.	1283440
	Y	3	孤高	ここう	aloof, proudly independent, standing apart, solitary	고고(5)	孤高	‘고고하다’의 어근.	1843300
	Y	3	高空	こうくう	high altitude	고공(5)	高空	높은 공중. 흔히 높이 1,500~2,000미터 위의 하늘을 이른다.	1283430
	Y	3	孤軍奮闘	こぐんふんとう	fighting alone	고군-분투(0)	孤軍奮鬪	따로 떨어져 도움을 받지 못하게 된 군사가 많은 수의 적군과 용감하게 잘 싸움.	1843290
	Y	3	高貴	こうき	noble, high and noble, exalted, noble (character)	고귀(2)	高貴	훌륭하고 귀중함.	1283380
	Y	3	高年	こうねん	old age	고년(2)	高年	늙은이로서 썩 많은 나이. 또는 그런 나이가 된 사람.	1808830
	Y	3	孤島	ことう	solitary island, isolated island	고도(6)	孤島	육지에서 멀리 떨어진 작은 섬.	1266840
	Y	3	鼓動	こどう	beat, palpitation, pulsation, throbbing	고동(5)	鼓動	피의 순환을 위하여 뛰는 심장의 운동.	1268000
	Y	3	高等科	こうとうか	advanced course	고등-과(0)	高等科	일제 강점기에, 주로 도시의 소학교에 설치하였던 2년제의 학과. 6년제 소학교를 마친 사람들을 대상으로 실업 교육을 실시하였다.	1935400
	Y	3	高等裁判所	こうとうさいばんしょ	High Court	고등^재판소(0)	高等裁判所	구한말의 최고 재판소. 당시의 재판소 구성법에 따라서 이른바 근대적인 재판소를 도입하여 형식상 사법권을 행정권에서 분리한 것으로, 고종 32년(1895)에 두었다가 광무 3년(1899)에 없앴다.	1809360
	Y	3	古老	ころう	old person (knowledgeable about events of the distant past), elderly person, elder	고로(2)	古老	경험이 많고 옛일을 잘 알고 있는 늙은이.	1266220
	Y	3	稿料	こうりょう	manuscript fee, payment for a piece of writing	고료(0)	稿料	원고를 쓴 데 대한 보수.	1280680
	Y	3	高利	こうり	high interest rate	고리(10)	高利	법정 이자나 보통의 이자를 초과하는 비싼 이자.	1808920
	Y	3	鼓膜	こまく	eardrum, tympanic membrane	고막(2)	鼓膜	귓구멍 안쪽에 있는 막. 타원형의 반투명한 막으로, 공기의 진동을 속귀 쪽으로 전달하여 들을 수 있게 하여 준다.	1268050
	Y	3	高慢	こうまん	haughty, arrogant, proud, stuck-up	고만(4)	高慢	뽐내어 건방짐.	1615850
	Y	3	高名	こうめい	famous, well-known, renowned, distinguished	고명(6)	高名	남의 이름을 높여 이르는 말.	1578900
	Y	3	古木	こぼく	old tree	고목(1)	古木	주로 키가 큰 나무로, 여러 해 자라 더 크지 않을 정도로 오래된 나무.	1266180
	Y	3	枯木	かれき	dead tree, withered tree, leafless tree, bare tree	고목(4)	枯木	말라서 죽어 버린 나무.	1590720
	Y	3	鼓舞	こぶ	encouragement, inspiration, rousing, stirring up	고무(3)	鼓舞	북을 치고 춤을 춤.	1268020
	Y	3	古文	こぶん	ancient writing (Edo-period or older), classical literature, ancient Chinese character (pre-Qin period), Chinese character script used before the Qin period	고문(1)	古文	갑오개혁 이전의 옛 글.	1578490
	Y	3	古米	こまい	old rice, rice remaining from the previous year's harvest	고미(2)	古米	→ 묵은쌀.	1266120
	Y	3	高密度	こうみつど	high density	고-밀도(0)	高密度	밀도가 높음. 	1283980
	Y	3	苦杯	くはい	bitter cup, bitter experience, bitter defeat, ordeal	고배(2)	苦杯	쓴 술이 든 잔.	1244620
	Y	3	高配	こうはい	(your) consideration, attention, trouble, kindness	고배(4)	高配	남의 배려를 높여 이르는 말.	1283900
	Y	3	高峰	こうほう	high mountain, lofty peak	고봉(4)	高峯	높은 산봉우리.	1283960
	Y	3	古寺	こじ	old temple	고사(3)	古寺	오래된 절.	1578440
	Y	3	故事	こじ	historical event, ancient event, tradition, folklore	고사(15)	故事	유래가 있는 옛날의 일. 또는 그런 일을 표현한 어구.	1267170
	Y	3	枯死	こし	withering, dying	고사(16)	枯死	나무나 풀 따위가 말라 죽음.	1267250
	Y	3	考査	こうさ	examination, consideration, test, quiz	고사(9)	考査	자세히 생각하고 조사함.	1281140
	Y	3	高射砲	こうしゃほう	anti-aircraft gun	고사-포(0)	高射砲	항공기를 사격하는 데 쓰는, 앙각(仰角)이 큰 포.	1283570
	Y	3	高山病	こうざんびょう	altitude sickness, mountain sickness	고산-병(0)	高山病	높은 산에 올라갔을 때 낮아진 기압 때문에 일어나는 병적 증상. 높은 산에서는 공기 속의 산소 분압이 감소하므로 불쾌하거나 피로하여지며 두통, 식욕 부진, 구토 따위의 증상이 나타난다.	1283530
	Y	3	古生物	こせいぶつ	extinct plants and animals	고-생물(0)	古生物	지질 시대에 살았던 생물. 주로 화석으로 발견되며, 노목·봉인목·삼엽충·매머드 따위가 있다.	1265620
	Y	3	古城	こじょう	old castle, old fortress	고성(1)	古城	옛날에 지은 오래된 성.	1265560
	Y	3	苦笑	くしょう	bitter smile, wry smile, strained laugh, sarcastic laugh	고소(4)	苦笑	어이가 없거나 마지못하여 짓는 웃음.	1244500
	Y	3	高僧	こうそう	high priest, highly ranked priest, virtuous priest, priest of great sanctity and learning	고승(2)	高僧	덕이 높은 승려.	1283680
	Y	3	古式	こしき	old style, ancient rites	고식(1)	古式	옛날의 법도(法道)와 양식.	1265490
	Y	3	考案	こうあん	plan, device, idea, design	고안(1)	考案	연구하여 새로운 안을 생각해 냄. 또는 그 안.	1281100
	Y	3	古語	こご	archaic word, obsolete word, archaism, old saying	고어(1)	古語	오늘날은 쓰지 아니하는 옛날의 말.	1265360
	Y	3	高言	こうげん	boasting, bragging, talking big	고언(5)	高言	남 앞에서 잘난 체하며 뱃심 좋게 장담하거나 사실 이상으로 과장하여 하는 말.	1664920
	Y	3	高緯度	こういど	high latitudes	고-위도(2)	高緯度	남극과 북극에 가까운 위도.	1809630
	Y	3	固有名詞	こゆうめいし	proper noun	고유^명사(0)	固有名詞	낱낱의 특정한 사물이나 사람을 다른 것들과 구별하여 부르기 위하여 고유의 기호를 붙인 이름. 문법에서는 명사의 하나이며, 영어에서는 첫 글자를 대문자로 쓴다. 세상에서 유일하게 존재하는 ‘해, 달’ 따위는 다른 것과 구별할 필요가 없기 때문에 고유 명사에 속하지 않는 반면, ‘홍길동’과 같은 인명은 동명이인(同名異人)이 있는 경우라도 고유 명사에 속한다. 한편 ‘홍길동’이 신비한 능력이 있는 사람을 의미하게 되는 경우라면 고유 명사가 아니라 보통 명사화한 것으로 간주되기도 한다.	1266750
	Y	3	高音	こうおん	high-pitched tone, soprano	고음(7)	高音	높은 소리.	1283290
	Y	3	高点	こうてん	high score	고점(0)	高點	높은 점수나 지점.	1809010
	Y	3	考証	こうしょう	investigation into historical evidence, study of historical artifacts	고증(0)	考證	어떤 자료나 사실에 기초하여 밝힘. 주로 예전에 있던 사물들의 시대, 가치, 내용 따위를 옛 문헌이나 물건에 기초하여 증거를 세워 이론적으로 밝히는 것을 이른다.	1281160
	Y	3	固定票	こていひょう	solid (an assured, a safe) vote, solid (assured) support	고정-표(0)	固定票	선거 때에 일정한 정당이나 후보자를 지지하는 태도가 분명한 표.	1934700
	Y	3	固定観念	こていかんねん	fixed idea, idée fixe, stereotype, prejudice	고정^관념(0)	固定觀念	잘 변하지 아니하는, 행동을 주로 결정하는 확고한 의식이나 관념.	1266660
	Y	3	高潮	こうちょう	high tide, high water, climax, high point	고조(14)	高潮	감정이나 기세가 극도로 높은 상태.	1283800
	Y	3	高座	こうざ	platform, stage, upper seat, pulpit	고좌(2)	高座	설교자의 설교를 위하여 한 단 높게 설치한 장소.	1657200
	Y	3	雇主	やといぬし	employer	고주(13)	雇主	임금을 주고 일을 시킬 권리가 있는 사람.	1605560
	Y	3	高周波	こうしゅうは	high frequency, HF	고-주파(0)	高周波	주파수가 높은 파동이나 전자기파. 대체로 3~30MHz의 주파수를 가진 것이다.	1283580
	Y	3	枯枝	かれえだ	dead branch (or twig, etc.), withered branch	고지(10)	枯枝	말라 죽은 나뭇가지.	1267230
	Y	3	固執	こしつ	sticking to (an opinion, theory, belief, etc.), clinging to, adherence, persistence	고집(2)	固執	자기의 의견을 바꾸거나 고치지 않고 굳게 버팀. 또는 그렇게 버티는 성미.	1578520
	Y	3	枯草	かれくさ	dry grass, dead grass, hay, withered grass	고초(4)	枯草	시들어서 마른 풀.	1685290
	Y	3	古風	こふう	old-fashioned, archaic, antique, antiquated	고풍(1)	古風	옛날의 풍속.	1266070
	Y	3	高下	こうげ	rise and fall (e.g. prices), fluctuation, difference (rank, grade, quality, etc.), variation	고하(3)	高下	나이의 많음과 적음.	1657180
	Y	3	苦行	くぎょう	penance, austerities, mortification, asceticism	고행(1)	苦行	몸으로 견디기 어려운 일들을 통하여 수행을 쌓는 일.	1244460
	Y	3	高血圧症	こうけつあつしょう	high blood pressure (as an illness), hypertension	고혈압-증(0)	高血壓症	혈압이 정상 수치보다 높은 증상. 최고 혈압이 150~160mmHg 이상이거나 최저 혈압이 90~95mmHg 이상인 경우인데, 콩팥이 나쁘거나 갑상샘 또는 부신 호르몬에 이상이 있어 발생하기도 하고 유전적인 원인으로 발생하기도 한다.	1283460
	Y	3	固化	こか	solidification	고화(2)	固化	→ 고체화.	1266580
	Y	3	穀類	こくるい	grains	곡류(2)	穀類	쌀, 보리, 밀 따위의 곡식을 통틀어 이르는 말.	1287310
	Y	3	曲面	きょくめん	curved surface	곡면(0)	曲面	이차원 공간으로, 공간 내의 어떤 점의 근방(近傍)도 평면의 일부분과 동일시할 수 있는 것.	1240120
	Y	3	曲芸	きょくげい	acrobatics, acrobatic performance, stunt	곡예(0)	曲藝	줄타기, 마술, 재주넘기, 공 타기 따위의 묘기를 부리는 일.	1239850
	Y	3	谷底	たにぞこ	valley floor, bottom of a gorge, bottom of a ravine	곡저(0)	谷底	골짜기의 밑바닥.	1416760
	Y	3	谷地	やち	marsh land, swamp	곡지(2)	谷地	산과 산 사이에 움푹 패어 들어간 곳.	1633670
	Y	3	穀倉	こくそう	granary	곡창(1)	穀倉	곡식을 쌓아 두는 창고.	1287270
	Y	3	困窮	こんきゅう	poverty, need, destitution, having great difficulty with	곤궁(1)	困窮	가난하여 살림이 구차함.	1289600
	Y	3	昆布	こんぶ	kombu (usu. Saccharina japonica), konbu, kelp, any edible species from the family Laminariaceae	곤포(1)	昆布	갈조류 다시맛과의 하나. 길이가 2~4미터이고 몸이 누르스름한 갈색 또는 검은 갈색이며, 바탕이 두껍고 미끄럽다. 식용하고 아이오딘의 원료가 된다. 한해성 식물로 태평양 연안에 20여 종이 있다. 뿌리로 바위에 붙어 사는데 제주, 거제도, 흑산도 등지에 분포한다.	1579150
	Y	3	骨盤	こつばん	pelvis	골반(0)	骨盤	몸통의 아래쪽 부분을 이루는 뼈. 양쪽 볼기뼈와 척추뼈 가운데 엉치뼈와 꼬리뼈로 구성된다.	1288740
	Y	3	骨身	ほねみ	flesh and bones	골신(2)	骨身	몸의 근육과 뼈마디.	1668030
	Y	3	骨肉	こつにく	one's own flesh and blood, blood relative, kinsman, flesh and bone	골육(0)	骨肉	뼈와 살을 아울러 이르는 말.	1288720
	Y	3	骨組	ほねぐみ	skeletal frame, skeleton, build, physique	골조(2)	骨組	건물 따위의 뼈대.	1288670
	Y	3	公家	くげ	court noble, nobility, kuge, Imperial Court	공가(2)	公家	조정이나 왕실을 이르는 말.	1273290
	Y	3	公告	こうこく	public announcement, official notice	공고(3)	公告	세상에 널리 알림.	1273670
	Y	3	公共団体	こうきょうだんたい	public organization, public organisation	공공^단체(0)	公共團體	국가로부터 사무를 위임받아 국가의 감독 아래 공공의 행정을 맡아보는 기관. 법령의 규정에 의하여 존립 목적을 부여하고 그 목적 달성을 위한 공권력을 인정하는 것으로 지방 자치 단체, 공공 조합, 영조물 법인 따위가 있다.	1273570
	Y	3	工具	こうぐ	tool, implement	공구(1)	工具	물건을 만들거나 고치는 데에 쓰는 기구나 도구를 통틀어 이르는 말.	1278070
	Y	3	供給源	きょうきゅうげん	source of supply	공급-원(0)	供給源	공급이 이루어지는 본바탕.	1233640
	Y	3	公器	こうき	public institution	공기(3)	公器	사회의 구성원 전체가 이용하는 도구.	1273440
	Y	3	公党	こうとう	political party	공당(2)	公黨	당의 정강(政綱)이나 정책을 공공연하게 밝혀 그 활동이 공적(公的)으로 인정되는 정당이나 당파.	1274410
	Y	3	公道	こうどう	public road, highway, righteousness, justice	공도(4)	公道	사회 일반에 통용되는 공평하고 바른 도리.	1274420
	Y	3	空欄	くうらん	blank column, blank space	공란(0)	空欄	책, 서류, 공책 따위의 지면에 글자 없이 비워 둔 칸이나 줄.	1246080
	Y	3	空冷	くうれい	air cooling	공랭(0)	空冷	‘공기 냉각’을 줄여 이르는 말.	1246120
	Y	3	空論	くうろん	abstract or impracticable theory	공론(2)	空論	실속이 없는 빈 논의를 함. 또는 그 이론이나 논의.	1246150
	Y	3	空陸	くうりく	land and air, land and air forces	공륙(0)	空陸	하늘과 땅을 아울러 이르는 말.	1246100
	Y	3	功名	こうみょう	great achievement, glorious deed, (gaining) fame, (earning) distinction	공명(3)	功名	공을 세워서 자기의 이름을 널리 드러냄. 또는 그 이름.	1275090
	Y	3	公明正大	こうめいせいだい	fair, just and upright, open and honest, aboveboard	공명-정대(0)	公明正大	하는 일이나 태도가 사사로움이나 그릇됨이 없이 아주 정당하고 떳떳함.	1274860
	Y	3	供物	くもつ	offering (e.g. to the gods), votive offering	공물(2)	供物	신령이나 부처 앞에 바치는 물건.	1233840
	Y	3	公僕	こうぼく	public servant	공복(2)	公僕	국가나 사회의 심부름꾼이라는 뜻으로, ‘공무원’을 달리 이르는 말.	1274740
	Y	3	空腹	くうふく	empty stomach, hunger	공복(4)	空腹	뱃속이 비어 있는 상태. 또는 그 뱃속.	1246000
	Y	3	空費	くうひ	waste, wastefulness	공비(6)	空費	쓸데없이 사용하는 비용.	1245970
	Y	3	公序	こうじょ	public order, public policy	공서(1)	公序	공공의 질서.	1677040
	Y	3	空室	くうしつ	vacant room, vacancy, unoccupied room, empty room	공실(2)	空室	사용하지 않는 빈방.	1649450
	Y	3	空位	くうい	vacant post, vacancy, post in name only	공위(4)	空位	사람이 앉지 아니하여 비어 있는 자리.	1245410
	Y	3	工賃	こうちん	labor cost, charge, wages, pay	공임(1)	工賃	직공들이 품을 판 대가.	1278190
	Y	3	孔子	こうし	Confucius	공-자(2)	孔子	중국 춘추 시대의 사상가·학자(B.C.551~B.C.479). 이름은 구(丘). 자는 중니(仲尼). 노나라 사람으로 여러 나라를 두루 돌아다니면서 인(仁)을 정치와 윤리의 이상으로 하는 도덕주의를 설파하여 덕치 정치를 강조하였다. 만년에는 교육에 전념하여 3,000여 명의 제자를 길러 내고, ≪시경≫과 ≪서경≫ 등의 중국 고전을 정리하였다. 제자들이 엮은 ≪논어≫에 그의 언행과 사상이 잘 나타나 있다.	1277810
	Y	3	公爵	こうしゃく	prince, duke	공작(3)	公爵	다섯 등급으로 나눈 귀족의 작위 가운데 첫째 작위. 후작의 위이다.	1273880
	Y	3	公電	こうでん	official telegram, (diplomatic) cable	공전(5)	公電	국가 기관이나 공공 단체에서 공무(公務)를 위하여 서로 주고받는 전보.	1274400
	Y	3	公証人	こうしょうにん	notary public, notary, public notary	공증-인(0)	公證人	당사자나 관계자의 부탁을 받아 민사에 관한 공정 증서를 작성하며, 사서 증서에 인증(認證)을 주는 권한을 가진 사람.	1274060
	Y	3	公正証書	こうせいしょうしょ	notarized document, notarised document	공정^증서(0)	公正證書	공무원이 법 규정에 따라 직무상 작성한 일체의 서류.	1274130
	Y	3	功罪	こうざい	merits and demerits, good points and bad points, strengths and weaknesses	공죄(2)	功罪	공로와 죄과를 아울러 이르는 말.	1275060
	Y	3	空中分解	くうちゅうぶんかい	mid-air breakage, mid-air disintegration	공중-분해(0)	空中分解	비행 중인 비행기 따위가 어떤 원인에 의하여 공중에서 폭파되어 분해되는 일.	1675340
	Y	3	空車	くうしゃ	empty conveyance, empty taxi, free taxi, having spaces available (of a parking lot)	공차(3)	空車	돈을 내지 않고 거저 타는 차.	1245610
	Y	3	恐縮	きょうしゅく	feeling (much) obliged, being (very) grateful, being thankful, feeling sorry (for troubling someone)	공축(2)	恐縮	두려워서 몸을 움츠림.	1236740
	Y	3	供出	きょうしゅつ	obligatory supply (of goods to the government, e.g. during wartime), delivery (to the government at a fixed price, e.g. of rice)	공출(0)	供出	국민이 국가의 수요에 따라 농업 생산물이나 기물 따위를 의무적으로 정부에 내어놓음.	1233700
	Y	3	供託	きょうたく	deposit	공탁(0)	供託	돈이나 물건을 제공하고 그 보관을 위탁함.	1233800
	Y	3	共通語	きょうつうご	common language, lingua franca, standard language (language variety understood throughout a country)	공통-어(0)	共通語	여러 다른 종족이나 민족 사이에서 두루 쓰는 말.	1234720
	Y	3	恐怖症	きょうふしょう	phobia, morbid fear	공포-증(0)	恐怖症	대수롭지 않은 일을 늘 크게 생각하여 두려워하고 고민하며 불안을 느끼고 자기 통제를 하지 못하는 병적 증상.	1236760
	Y	3	公会	こうかい	public meeting	공회(1)	公會	공적인 문제를 의논하기 위하여 열리는 모임.	1273320
	Y	3	空巣	あきす	empty nest, empty house, empty home, burglary (of an empty house)	공소(6)	空巢	빈 새둥주리.	1586220
	Y	3	空瓶	あきびん	empty bottle	공병(2)	空甁	비어 있는 병.	1586240
	Y	3	空虚	くうきょ	emptiness, hollowness, vacancy, void	공허(2)	空虛	아무것도 없이 텅 빔.	1245500
	Y	3	苦学	くがく	working one's way through school, earning one's own school fees, studying under adversity, studying in harsh economic circumstances	고학(2)	苦學	학비를 스스로 벌어서 고생하며 배움.	1244410
	Y	3	高徳	こうとく	saintliness, great virtue, eminent virtue	고덕(3)	高德	덕이 높음. 또는 그런 덕행.	1809440
	Y	3	枯渇	こかつ	drying up, running dry, running out, being exhausted	고갈(1)	枯渴	물이 말라서 없어짐.	1593120
	Y	3	固辞	こじ	firm refusal	고사(13)	固辭	제의나 권유 따위를 굳이 사양함.	1266610
	Y	3	苦闘	くとう	hard fight, difficult struggle	고투(2)	苦鬪	몹시 어렵고 힘들게 싸우거나 일함.	1244580
	Y	3	誇大	こだい	exaggeration, hyperbole	과대(2)	誇大	작은 것을 큰 것처럼 과장함.	1267790
	Y	3	過半	かはん	the greater part	과반(2)	過半	절반이 넘음.	1196370
	Y	3	過保護	かほご	overprotective, excessive care, overprotection, overprotectiveness	과-보호(0)	過保護	부모가 어린아이를 지나치게 보호함.	1196440
	Y	3	寡婦	かふ	widow, divorced woman not remarried, unmarried woman	과부(2)	寡婦	남편을 잃고 혼자 사는 여자.	1605590
	Y	3	過不足	かふそく	excess or deficiency, too much or too little	과-부족(0)	過不足	기준에 넘거나 모자람.	1196420
	Y	3	過少	かしょう	too few, too little, insufficient	과소(3)	過少	정도가 지나치게 적음.	1196160
	Y	3	過小評価	かしょうひょうか	underestimation, undervaluation	과소-평가(0)	過小評價	사실보다 작거나 약하게 평가함.	1196150
	Y	3	果樹園	かじゅえん	orchard, fruit farm	과수-원(0)	果樹園	과실나무를 심은 밭. 흔히 먹을 수 있는 열매를 얻기 위하여 배나무, 감나무, 밤나무, 대추나무 따위를 가꾼다.	1192980
	Y	3	誇示	こじ	flaunting, showing off, display (of power, wealth, etc.), ostentation	과시(7)	誇示	자랑하여 보임.	1267770
	Y	3	過食	かしょく	overeating	과식(1)	過食	지나치게 많이 먹음.	1196190
	Y	3	過信	かしん	trusting too much, overestimating ability	과신(0)	過信	지나치게 믿음.	1196210
	Y	3	過誤	かご	mistake, fault	과오(2)	過誤	부주의나 태만 따위에서 비롯된 잘못이나 허물.	1196090
	Y	3	課外	かがい	extracurricular	과외(0)	課外	정해진 학과 과정이나 근무 시간 이외.	1195750
	Y	3	果肉	かにく	flesh (of a fruit), pulp	과육(0)	果肉	열매에서 씨를 둘러싸고 있는 살.	1193040
	Y	3	過日	かじつ	the other day, some days ago, recently, a day in the past	과일(3)	過日	지나온 과거의 날. 또는 그런 날의 행적.	1196340
	Y	3	寡作	かさく	unprolific (writer, artist, etc.)	과작(0)	寡作	작품 따위를 적게 지음.	1192590
	Y	3	誇張	こちょう	exaggeration	과장(6)	誇張	사실보다 지나치게 불려서 나타냄.	1267820
	Y	3	過重	かじゅう	overweight, too heavy (burden, workload, etc.), too severe	과중(3)	過重	‘과중하다’의 어근.	1196130
	Y	3	官軍	かんぐん	government forces, loyalist army	관군(1)	官軍	예전에, 국가에 소속되어 있던 정규 군대.	1665660
	Y	3	官能	かんのう	the senses, sensuality, carnality	관능(0)	官能	생물이 살아가는 데 필요한 모든 기관의 기능. 이에는 폐의 호흡 작용, 눈의 시력 따위가 있다.	1211760
	Y	3	款冬	ふき	giant butterbur (Petasites japonicus), Japanese sweet coltsfoot	관동(2)	款冬	국화과의 여러해살이풀. 줄기는 몹시 짧아 땅 위로 드러나지 않고 밑동에서 30~60cm의 잎자루가 길게 나오며, 잎은 심장 모양이고 털이 있다. 여름에 수꽃은 누런 흰색, 암꽃은 흰색으로 피고 열매는 수과(瘦果)이다. 잎은 연하여 데치거나 삶아서 먹는다. 산과 들에 저절로 나기도 하고 밭에 가꾸기도 하는데 한국, 일본 등지에 분포한다.	1500170
	Y	3	冠動脈	かんどうみゃく	coronary artery	관-동맥(0)	冠動脈	대동맥에서 일어나 심장에 분포하는 두 개의 동맥.	1210320
	Y	3	官吏	かんり	government official, public servant, civil servant	관리(1)	官吏	관직에 있는 사람.	1211850
	Y	3	慣性	かんせい	inertia	관성(2)	慣性	물체가 밖의 힘을 받지 않는 한 정지 또는 등속도 운동의 상태를 지속하려는 성질. 보통 질량이 클수록 물체의 관성이 크다.	1212710
	Y	3	冠水	かんすい	being covered with water (i.e. in a flood), being submerged, being inundated, flooding	관수(5)	冠水	홍수 따위로 논밭과 작물이 물에 잠김.	1210310
	Y	3	慣習法	かんしゅうほう	common law, customary law (in international law)	관습-법(0)	慣習法	사회생활에서 습관이나 관행이 굳어져서 법의 효력을 갖게 된 것. 사회 질서와 선량한 풍속의 변하지 않는 관습이 단순한 예의적 또는 도덕적인 규범으로서 지켜질 뿐만 아니라, 사회의 법적 확신 내지 법적 인식을 수반하여 법의 차원으로 굳어진 것을 이른다.	1811430
	Y	3	官業	かんぎょう	government-run enterprise	관업(0)	官業	정부에서 직접 경영하는 사업.	1665780
	Y	3	慣用	かんよう	customary use, common usage, general usage	관용(2)	慣用	습관적으로 늘 씀. 또는 그렇게 쓰는 것.	1212720
	Y	3	慣用句	かんようく	idiom, set phrase, idiomatic phrase	관용-구(0)	慣用句	두 개 이상의 단어로 이루어져 있으면서 그 단어들의 의미만으로는 전체의 의미를 알 수 없는, 특수한 의미를 나타내는 어구(語句). ‘발이 넓다’는 ‘사교적이어서 아는 사람이 많다.’를 뜻하는 것 따위이다.	1212730
	Y	3	館員	かんいん	personnel (of public building)	관원(2)	館員	도서관, 박물관 등 ‘-관’(館) 자가 붙은 공공 기관에 소속되어 근무하는 사람.	1216230
	Y	3	官製	かんせい	government-manufactured	관제(2)	官製	정부가 경영하는 기업체나 관청에서 물건을 만듦. 또는 그렇게 만든 물품.	1211720
	Y	3	管制塔	かんせいとう	control tower	관제-탑(0)	管制塔	비행장에서 안전과 능률을 위하여 항공 교통관제를 행하는 탑. 항공기의 이착륙에 관한 지시나 비행장 내의 정리 따위를 행한다.	1214170
	Y	3	官職	かんしょく	government service, official position, civil service	관직(1)	官職	직무의 일반적 종류를 뜻하는 관(官)과 구체적 범위를 뜻하는 직(職)을 통틀어 이르는 말.	1211710
	Y	3	貫徹	かんてつ	accomplishment, realization, attainment, fulfillment	관철(1)	貫徹	어려움을 뚫고 나아가 목적을 기어이 이룸.	1215090
	Y	3	貫通	かんつう	passing through (of a tunnel, bullet, etc.), going (right) through, penetrating, piercing	관통(2)	貫通	꿰뚫어서 통함.	1215080
	Y	3	官憲	かんけん	officials, authorities	관헌(0)	官憲	정부나 관청에서 정한 법규.	1211670
	Y	3	管楽器	かんがっき	wind instrument	관-악기(0)	管樂器	입으로 불어서 관 안의 공기를 진동시켜 소리를 내는 악기. 목관 악기와 금관 악기의 두 가지가 있다.	1214080
	Y	3	官権	かんけん	governmental authority	관권(0)	官權	국가 기관 또는 관리의 권력.	1665820
	Y	3	冠状	かんじょう	coronary, coronal, coronate	관상(1)	冠狀	관(冠)처럼 생긴 모양.	1210300
	Y	3	官舎	かんしゃ	official residence	관사(4)	官舍	관청에서 관리에게 빌려주어 살도록 지은 집.	1211700
	Y	3	狂犬	きょうけん	mad dog	광견(1)	狂犬	미치는 병에 걸린 개.	1237550
	Y	3	光年	こうねん	light-year	광년(1)	光年	천체와 천체 사이의 거리를 나타내는 단위. 1광년은 빛이 초속 30만 km의 속도로 1년 동안 나아가는 거리로 9조 4670억 7782만 km이다. 기호는 ly 또는 lyr.	1273120
	Y	3	狂奔	きょうほん	rushing around, running wild	광분(2)	狂奔	어떤 목적을 이루기 위하여 미친 듯이 날뜀.	1237650
	Y	3	光速	こうそく	speed of light	광속(2)	光速	진공 속에서 빛이 나아가는 속도. 초속 299,792,458미터 즉, 1초에 약 30만 km이다.	1273040
	Y	3	狂詩曲	きょうしきょく	rhapsody	광시-곡(0)	狂詩曲	관능적이면서 내용이나 형식이 비교적 자유로운 환상적인 기악곡.	1237580
	Y	3	狂信	きょうしん	fanaticism, zealotry, blind devotion	광신(0)	狂信	신앙이나 사상 따위에 대하여 이성을 잃고 무비판적으로 믿음.	1237600
	Y	3	光熱	こうねつ	light and heat	광열(1)	光熱	빛과 열을 아울러 이르는 말.	1655830
	Y	3	光熱費	こうねつひ	cost of fuel and lighting, cost of heat and electricity, energy bill, utility cost	광열-비(0)	光熱費	전등을 켜고 난방을 하는 데 드는 비용.	1273110
	Y	3	光源	こうげん	light source	광원(1)	光源	제 스스로 빛을 내는 물체. 태양, 별 따위가 있다.	1272960
	Y	3	狂人	きょうじん	lunatic, madman	광인(1)	狂人	정신에 이상이 생겨 말과 행동이 보통 사람과 다른 사람.	1237620
	Y	3	光彩	こうさい	brilliance, splendour, splendor, lustre	광채(2)	光彩	아름답고 찬란한 빛.	1272980
	Y	3	光合成	こうごうせい	photosynthesis	광-합성(0)	光合成	광화학 반응에 의하여 유기물을 합성하는 작용.	1272970
	Y	3	光輝	こうき	brightness, splendour, splendor	광휘(0)	光輝	환하고 아름답게 눈이 부심. 또는 그 빛.	1272940
	Y	3	科学史	かがくし	history of science	과학-사(0)	科學史	자연 과학의 변천과 발달에 관한 역사.	1974880
	Y	3	果断	かだん	decisive, resolute, drastic	과단(1)	果斷	일을 딱 잘라서 결정함.	1193020
	Y	3	寡黙	かもく	untalkative, quiet, taciturn, reticent	과묵(0)	寡默	말이 적고 침착함.	1192660
	Y	3	怪奇	かいき	bizarre, strange, weird, mysterious	괴기(1)	怪奇	괴상하고 기이함.	1200240
	Y	3	怪文書	かいぶんしょ	dubious document, anonymous document containing defamatory statements	괴-문서(0)	怪文書	출처가 불분명하고 괴상한 문서. 주로 무책임하게 중상하거나 폭로하는 내용을 담고 있는 문서나 편지 따위를 이른다.	1200340
	Y	3	怪人	かいじん	mysterious person	괴인(1)	怪人	생김새나 성격이 괴상한 사람.	1200290
	Y	3	怪盗	かいとう	mysterious thief, phantom thief	괴도(0)	怪盜	괴상한 도둑.	1200320
