verdict	tier	llm	originMatch	band	headword	reading	glossEn	ko_word	ko_origin	ko_definition	llm_reason	id
2	2	2	Y	0	申立	もうしたて	statement, account (of something), declaration, allegation	신립(1)	申立	개인이 국가나 공공 단체에 어떤 사항을 청구하기 위하여 의사 표시를 함. 또는 그런 일.	일본어의 '申立'은 법적 절차에서 고소·고발 등 공소를 제기하는 구체적 행위를 뜻하지만, 한국 표준국어대사전의 '신립'은 개인이 공공 단체에 청구할 때 하는 일반적인 의사 표시를 포괄하는 더 넓은 개념으로 쓰여 핵심 의미가 갈린다.	1605160
2	2	2	Y	0	身柄	みがら	one's person	신병(1)	身柄	보호나 구금의 대상이 되는 사람의 몸.	일본어의 '身柄'은 신체의 자유나 인신매매 대상 등 법적·물리적 개념을 지칭하는 반면, 한국 표준국어대사전의 '신병'은 보호나 구금의 대상이라는 정의처럼 행정적·법적 절차상의 상태를 나타내어 핵심 의미와 쓰임이 갈라져 있다.	1365830
2	2	2	Y	0	神社	じんじゃ	Shinto shrine	신사(11)	神社	일본에서 왕실의 조상이나 고유의 신앙 대상인 신 또는 국가에 공로가 큰 사람을 신으로 모신 사당.	일본어의 '신사'는 종교 시설을 지칭하는 일반 명사이지만, 한국 표준국어대사전의 '신사'는 일본 신도의 사당을 번역하여 만든 외래어 표기로서 원래 뜻 (왕실 조상 모신 사당) 과 현대 일본어 쓰임새가 완전히 일치하지 않는다.	1364670
1	2	2	Y	0	新鮮	しんせん	fresh	신선(5)	新鮮	‘신선하다’의 어근.	일본어의 '新鮮'은 '신선하다'라는 형용사적 의미를 지닌 반면, 한국 표준국어대사전의 표제어 '신선 (5)'은 '신선하다'의 어근으로 분류된 명사나 관형사형 어미로서의 기능적 차이를 보이며, 특히 한국어에서 '신선'은 주로 음식이나 공기의 상태를 나타내는 형용사로 쓰이는 반면 일본어에서는 동명사처럼 독립적으로 쓰이는 등 문법적 용법이 다릅니다.	1362100
1	2	2	Y	0	信用金庫	しんようきんこ	credit union	신용^금고(0)	信用金庫	영세 상공인을 위한 금전 융통, 상호 신용계의 구성, 어음 할인, 대출 따위에 관한 일을 취급하는 금융 회사. 이용자가 목돈을 쓰고 푼돈으로 갚는 것이 특징이다. 2001년에 ‘상호 신용 금고법’이 ‘상호 저축 은행법’으로 개정되면서, 2002년에 ‘상호 저축 은행’으로 이름이 바뀌었다.	일본어의 '신용금고'는 현재 폐지된 금융기관을 지칭하는 고유명사인 반면, 한국 표준국어대사전의 정의는 과거의 기능과 특징을 설명한 일반 명사이며, 2002 년 이후에는 상호저축은행으로 명칭이 변경되어 실질적인 의미와 쓰임새가 갈라졌다.	1813160
2	2	2	Y	0	新人	しんじん	newcomer, new figure, new member, recruit	신인(7)	新人	예전에, ‘새색시’를 이르던 말.	일본어의 '신인'은 새로운 구성원을 뜻하는 반면, 한국 표준국어대사전의 '신인'은 예전에는 '새색시'를 이르던 말로 의미가 완전히 갈라져 동형이의에 해당합니다.	1361960
2	2	2	Y	0	神経	しんけい	nerve, nerves, sensitivity	신경(4)	神經	신경 세포의 돌기가 모여 결합 조직으로 된 막에 싸여 끈처럼 된 구조. 뇌와 척수 그리고 우리 몸 각 부분 사이에 필요한 정보를 서로 전달하는 구실을 한다.	일본어의 '신경'은 감수성이나 예민함이라는 추상적 개념을 뜻하는 반면, 한국 표준국어대사전의 '신경'은 생물학적 구조물인 신경 세포와 그 기능을 지칭하는 구체적인 명사이므로 핵심 의미가 갈린다.	1364520
2	2	2	Y	0	申込	もうしこみ	application, entry, request, subscription	신입(1)	申込	특정한 내용의 계약을 체결시킬 것을 목적으로 하는 의사 표시.	일본어의 '申込'는 구체적인 신청 행위를 뜻하는 반면, 한국 표준국어대사전의 '신입'은 계약 체결을 목적으로 하는 일반적인 의사 표시를 지칭하여 핵심 의미가 다릅니다.	1605140
2	2	2	Y	0	尋問	じんもん	questioning, interrogation, examination (of a witness)	심문(1)	尋問	방문하여 찾아봄.	일본어의 '尋問'은 수사적 질문 (interrogation) 을 의미하는 반면, 한국 표준국어대사전의 '심문'은 방문하여 찾아보는 행위를 뜻하므로 핵심 의미가 갈린다.	1369980
1	2	2	Y	0	心臓	しんぞう	heart, guts, nerve, cheek	심장(2)	心臟	주기적인 수축에 의하여 혈액을 몸 전체로 보내는, 순환 계통의 중심적인 근육 기관. 어류는 1심방 1심실, 양서류는 2심방 1심실, 조류와 포유류는 2심방 2심실이다. 사람의 경우에는 가슴안에서 중앙보다 왼쪽에 있고, 주먹보다 약간 큰 근육질 덩어리로 원뿔형의 주머니 모양을 하고 있다.	일본어의 '심장'은 감정의 중심이나 용감함을 뜻하는 비유적 의미 (guts/nerve) 를 포함하지만, 한국 표준국어대사전의 '심장'은 혈액을 순환시키는 생리학적 기관에 대한 엄밀한 정의만을 지칭하므로 핵심 의미가 갈린다.	1360770
1	2	2	Y	0	試験	しけん	examination, exam, test, trial	시험(3)	試驗	재능이나 실력 따위를 일정한 절차에 따라 검사하고 평가하는 일.	일본어의 '시험'은 주로 자격증이나 입시 등 공식적인 평가 절차를 의미하는 반면, 한국의 표준국어대사전 표제어인 '시험 (試驗)'은 재능이나 실력을 일정한 절차에 따라 검사하고 평가하는 일반적인 행위를 포괄하는 더 넓은 개념으로 쓰이며, 특히 한국에서는 일상 대화에서 '시험'이 주로 학교나 자격증 검사를 지칭하는 데 집중되어 있어 두 용어의 핵심 쓰임과 범위가 갈라져 있다.	1312350
2	2	2	Y	0	安保	あんぽ	security (e.g. national security), US-Japan Security Treaty, campaign against the Japan-US Security Treaty (1959-60, 1970)	안보(2)	安保	편안히 보전됨. 또는 편안히 보전함.	일본어의 '安保'는 국가 안보라는 고유 명사적 개념을 지칭하는 반면, 한국 표준국어대사전의 '안보 (2)'는 한자어로서 '편안히 보전됨'이라는 일반적 동사/형용사 의미를 가지는 동형이의 관계입니다.	1154260
2	2	2	Y	0	安心	あんしん	peace of mind, relief, (sense of) security, safety	안심(3)	安心	낚시꾼들이 고기를 여덟 마리째 잡음을 이르는 말.	일본어의 '安心'은 마음의 평안을 뜻하는 반면, 한국 표준국어대사전의 표제어 '안심 (3)'은 낚시 용어로 고기를 여덟 마리째 잡았을 때 쓰는 특수한 표현으로 두 단어는 동형이의 관계입니다.	1153890
2	2	2	Y	0	額面	がくめん	face value, par	액면(2)	額面	그림, 글씨, 사진 따위를 끼우는 틀.	일본어의 '額面'은 증권 등의 명목 가치를 뜻하는 반면, 한국 표준국어대사전의 '액면 (2)'은 그림이나 글씨를 끼우는 틀이라는 전혀 다른 의미를 지니므로 동형이의에 해당합니다.	1207540
2	2	2	Y	0	野菜	やさい	vegetable, marijuana, cannabis	야채(0)	野菜	들에서 자라나는 나물.	일본어의 '야채'는 식용 채소만을 지칭하는 반면, 영어의 vegetable 은 약초나 대마초를 포함하는 광의의 식물학적 개념을 포괄하므로 핵심 뜻이 갈린다.	1537370
2	2	2	Y	0	役所	やくしょ	government office, public office	역소(1)	役所	토목이나 건축 따위의 공사를 하는 곳.	일본어의 '役所'는 행정 기관을 뜻하는 반면 한국 표준국어대사전의 '역소'는 토목 공사 현장이라는 전혀 다른 의미를 지니므로 동형이의에 해당합니다.	1538020
2	2	2	Y	0	役人	やくにん	government official	역인(1)	役人	관아나 육주비전에 속하여 물건을 운반하고 심부름을 하던 사람.	역인은 일본어에서 '정부 관료'를 뜻하는 반면 한국 표준국어대사전에서는 '물건 운반 및 심부름을 하던 하급 종사자'로 정의되어 사회적 지위와 역할이 근본적으로 다르다.	1538050
2	2	2	Y	0	五輪	ごりん	Olympic Games, Olympics, Olympic rings	오륜(2)	五輪	모든 물질에 널리 존재하여 물질을 구성하고 생성하는 지(地)·수(水)·화(火)·풍(風)·공(空)의 다섯 가지 큰 요소.	동일한 한자 표기이지만 일본어는 올림픽을 뜻하는 반면 한국어는 오방색의 다섯 요소 (지수화풍공) 를 뜻하므로 핵심 의미가 완전히 다릅니다.	1593610
2	2	2	Y	0	擁立	ようりつ	backing (for a position), giving support to, helping (someone) to a position	옹립(0)	擁立	임금으로 받들어 모심.	일본어의 '擁立'은 특정 인물을 권좌에 세우는 정치적 행위 (backing) 를 뜻하는 반면, 한국 표준국어대사전의 '옹립'은 임금을 받들어 모시는 예우나 신분을 뜻하여 핵심 의미가 다릅니다.	1545760
2	2	2	Y	0	完封	かんぷう	total blockage, complete shutdown, stopping completely, shutout	완봉(0)	完封	완전히 봉하거나 봉쇄함.	일본어의 '완봉'은 스포츠에서 상대를 완전히 막는다는 뜻인 반면, 한국어의 '완봉'은 문이나 통로를 완전히 닫거나 봉쇄한다는 물리적 행위를 의미하여 핵심 의미가 다릅니다.	1211600
1	2	2	Y	0	王子	おうじ	prince, subordinate Kumano shrine	왕자(1)	王子	임금의 아들.	일본어의 'おうじ'는 신관이나 하급 신령을 지칭하는 고유명사적 용법으로 쓰이는 반면, 한국어의 '왕자'는 strictly '임금의 아들'이라는 일반 명사적 의미만을 가지므로 핵심 뜻이 갈린다.	1181500
2	2	2	Y	0	王者	おうじゃ	king, monarch, ruler, champion	왕자(2)	王者	군주 국가에서 나라를 다스리는 우두머리.	일본어의 '왕자 (おうじゃ)'는 왕의 자식이나 영웅을 뜻하는 반면, 한국어의 '왕자'는 군주 자체를 지칭하므로 핵심 의미가 다릅니다.	1181540
1	2	2	Y	0	外交	がいこう	diplomacy, selling (e.g. door-to-door), canvassing	외교(1)	外交	다른 나라와 정치적, 경제적, 문화적 관계를 맺는 일.	일본어의 '가이코우'는 외교 행위뿐만 아니라 판매원 활동 등 상업적 canvassing 의 뜻까지 포함하는 반면, 한국 표준국어대사전의 '외교'는 국가 간 관계를 맺는 정치적 행위를 한정적으로 지칭하므로 핵심 의미가 갈린다.	1203540
2	2	2	Y	0	外相	がいしょう	Foreign Minister	외상(3)	外相	선악이나 미추 따위의 겉모양. 또는 밖으로 나타나는 말이나 동작.	일본어의 '외상'은 외교장관이라는 고유 명사적 의미인 반면, 한국 표준국어대사전의 '외상 (3)'은 선악이나 미추 따위의 겉모양을 뜻하는 일반 명사이며 두 단어의 핵심 의미가 완전히 다릅니다.	1203940
2	2	2	Y	0	外信	がいしん	external communication	외신(2)	外信	외국으로부터 온 통신.	일본어의 '외신'은 외부 기관과의 소통 (external communication) 을 의미하는 반면, 한국 표준국어대사전의 '외신'은 외국으로부터 온 통신 (foreign news/communication) 을 지칭하여 핵심 의미가 다릅니다.	1203840
2	2	2	Y	0	要望	ようぼう	demand for, request	요망(2)	要望	어떤 희망이나 기대가 꼭 이루어지기를 간절히 바람.	일본어의 '요망'은 요구나 청원이라는 구체적인 행위를 뜻하는 반면, 한국 표준국어대사전의 '요망'은 희망이나 기대가 이루어지기를 바라는 심리 상태를 뜻하여 핵심 의미가 다릅니다.	1546830
2	2	2	Y	0	郵便局	ゆうびんきょく	post office	우편-국(0)	郵便局	‘우체국’의 전 이름.	일본어의 '우체국'은 현재 통용되는 시설을 지칭하는 반면, 한국 표준국어대사전의 '우편국'은 그 시설의 과거 명칭을 뜻하므로 핵심 의미가 갈린다.	1542430
1	2	2	Y	0	運転	うんてん	operation (of a machine), running, working, driving (a vehicle)	운전(2)	運轉	기계나 자동차 따위를 움직여 부림.	운전 (日本：운전하다/주행) 은 차량을 조종하는 행위를 뜻하지만, 한국 표준국어대사전의 운전 (2) 은 기계나 자동차를 움직여 부리는 '운전'과 별개의 의미로 구분되어 있으며, 일본어의 '운전'은 주로 차량 주행에 한정되는 반면 한국어는 더 넓은 기계 조작 개념을 포함할 수 있어 핵심 쓰임이 갈린다.	1172830
2	2	2	Y	0	慰安	いあん	solace, relaxation	위안(2)	慰安	위로하여 마음을 편하게 함. 또는 그렇게 하여 주는 대상.	일본어의 '慰安'은 성매매 관련 용어로 쓰이는 반면, 한국어의 '위안'은 심리적 위로를 뜻하므로 핵심 의미가 갈린다.	1156900
2	2	2	Y	0	有機	ゆうき	organic, organic chemistry, organic compound	유기(3)	有機	생명을 가지며, 생활 기능이나 생활력을 갖추고 있음.	일본어의 '유기'는 화학적 물질 (organic compound) 을 지칭하는 반면, 한국 표준국어대사전의 '유기'는 생명이나 생활 기능이라는 생물학적/철학적 개념을 뜻하므로 핵심 의미가 갈린다.	1541180
2	2	2	Y	0	遺体	いたい	(dead) body, corpse, remains	유체(7)	遺體	부모가 남겨 준 몸이라는 뜻으로, 자기의 몸을 이르는 말.	일본어의 '遗体'는 죽은 시신의 몸이라는 뜻인 반면, 한국 표준국어대사전의 '유체'는 부모가 남겨준 몸을 의미하는 자기의 몸을 지칭하는 말로 핵심 의미가 다릅니다.	1159430
2	2	2	Y	0	有志	ゆうし	interested person, volunteer, supporter	유지(2)	有志	마을이나 지역에서 명망 있고 영향력을 가진 사람.	일본어의 '유지'는 관심 있는 사람이나 자원봉사자를 뜻하는 반면, 한국 표준국어대사전의 '유지 (有志)'는 지역 사회에서 명망과 영향력을 가진 사람을 지칭하여 핵심 의미가 다릅니다.	1541360
1	2	2	Y	0	癒着	ゆちゃく	adhesion, conglutination, accretion, collusion	유착(2)	癒着	사물들이 서로 깊은 관계를 가지고 결합하여 있음.	일본어의 '癒着'은 물리적 결합이나 부패적 공조 (collusion) 를 의미하는 반면, 한국 표준국어대사전의 '유착 (2)'은 사물 간의 깊은 관계로 결합된 상태를 뜻하며, 현대 한국어에서는 주로 부정적인 '부착' 또는 '공조' 의미로 쓰이는 동형이의어입니다.	1538760
2	2	2	Y	0	衣料	いりょう	clothing	의료(1)	衣料	옷감이나 옷을 통틀어 이르는 말.	일본어의 '衣料'는 옷감이나 원단을 뜻하는 반면, 한국 표준국어대사전의 표제어 '의료'는 의학과 치료를 뜻하므로 한자는 같지만 핵심 의미가 완전히 갈라져 동형이의에 해당합니다.	1158830
2	2	2	Y	0	依然	いぜん	still, as yet, as it has been	의연(1)	依然	‘의연하다’의 어근.	일본어의 '依然'은 '그대로의 상태'를 뜻하는 관용적 표현인 반면, 한국 표준국어대사전의 표제어는 '의연하다'라는 동사의 어근으로 기능하며, 한국어에서는 주로 '의연하다'라는 단어 자체로 쓰이지 한자 그대로 독립된 단어로 사용되지 않아 핵심 쓰임이 갈린다.	1155650
2	2	2	Y	0	依頼	いらい	request, commission, entrusting (with a matter), dependence	의뢰(0)	依賴	굳게 믿고 의지함.	일본어의 '依頼'는 타인으로부터 도움을 청하거나 일을 맡아달라고 요청하는 행위 (request/commission) 를 뜻하지만, 한국 표준국어대사전의 '의뢰'는 '굳게 믿고 의지함'이라는 본래 의미로 정의되어 있어 핵심 의미가 갈린다.	1155710
2	2	2	Y	0	二人	ふたり	two persons, two people, pair, couple	이인(1)	二人	아버지와 어머니를 아울러 이르는 말.	한자는 동일하지만 일본어는 '사람 두 명'이라는 일반적 수량을 뜻하는 반면 한국 표준국어대사전의 이인 (二人) 은 아버지와 어머니를 아울러 이르는 특수한 가족 관계를 지칭하므로 핵심 의미가 갈린다.	1582670
2	2	2	Y	0	人々	ひとびと	people, men and women, each person, everybody	인인(1)	人人	여러 사람마다 각자.	일본어의 '人々'는 '사람들 (집단)'을 뜻하는 반면, 한국 표준국어대사전의 '인인'은 '각각/각자'라는 부사적 의미를 지닌 동형이의어 관계입니다.	1580650
2	2	2	Y	0	人道	じんどう	humanity, sidewalk, footpath, human realm	인도(1)	人道	사람으로서 마땅히 지켜야 할 도리.	한자는 동일하지만 일본어는 '인도'와 '보행로'라는 두 가지 완전히 다른 뜻이 공존하는 반면 한국어는 오직 '사람으로서 마땅히 지켜야 할 도리'라는 철학적 의미만 사용하므로 동형이의에 해당합니다.	1368890
2	2	2	Y	0	人事	じんじ	human affairs, mundane matters, things human, personnel affairs	인사(2)	人事	마주 대하거나 헤어질 때에 예를 표함. 또는 그런 말이나 행동.	일본어의 '人事'는 조직 내 인력 관리나 일반적 인간사 (mundane matters) 를 뜻하는 반면, 한국 표준국어대사전의 '인사 (2)'는 예의를 표하는 사회적 행위를 뜻하므로 핵심 의미가 다릅니다.	1367870
2	2	2	Y	0	一段	いちだん	even more, still more, much more, further	일단(2)	一段	한 계단.	일본어의 '一段'은 비교급을 나타내는 관용적 표현인 반면, 한국 표준국어대사전의 '일단 (2)'은 계단을 뜻하는 고유 명사로서 핵심 의미가 완전히 갈라져 동형이의에 해당합니다.	1164690
2	2	2	Y	0	一党	いっとう	one party, one faction, one clique	일당(2)	一黨	목적이나 행동 따위를 같이하는 무리.	일본어의 '일당'은 특정 정파나 세력을 지칭하는 정치적 용어인 반면, 한국 표준국어대사전의 '일당'은 목적이나 행동을 같이하는 무리라는 일반적인 집단 개념을 뜻하여 핵심 의미가 다릅니다.	1165150
2	2	2	Y	0	一連	いちれん	series, chain, sequence, two reams (i.e. 1000 sheets of paper)	일련(1)	一連	하나로 이어지는 것.	일본어의 '두 묶음 (2 reams)'이라는 뜻은 한국 표준국어대사전의 '일련' 정의인 '하나로 이어지는 것'과 핵심 의미가 다르고, 일본어에서 쓰이는 '두 묶음'이라는 뜻은 한국 사전에는 표제어로 존재하지 않아 동형이의에 해당한다.	1167450
2	2	2	Y	0	一般	いっぱん	general, universal, ordinary, average	일반(2)	一般	한모양이나 마찬가지의 상태.	일본어의 '일반'은 '보통의'라는 일반적 의미를 지니지만, 한국 표준국어대사전의 '일반 (2)'은 '한모양이나 마찬가지의 상태'라는 추상적·철학적 개념을 뜻하여 핵심 의미가 갈린다.	1165790
2	2	2	Y	0	一本	いっぽん	one long cylindrical thing, one film, TV show, etc., one goal, home run, etc., one telephone call	일본(1)	一本	다른 책. 또는 어느 책.	일본어의 '一本'은 물체의 개수를 세는 단위 (막대, 필름 등) 로 쓰이는 반면 한국 표준국어대사전의 '일본'은 특정 책이나 서적을 지칭하는 명사로 뜻이 완전히 다릅니다.	1166600
2	2	2	Y	0	一体	いったい	(what) the heck, (why) in the world, (who) on earth, (where) the hell	일체(2)	一體	떨어지지 아니하는 한 몸이나 한 덩어리.	일본어의 'いったい'는 의문사 (what/why 등) 로 쓰이는 관용적 표현인 반면, 한국 표준국어대사전의 '일체'는 물리적으로 하나로 뭉친 상태를 뜻하는 명사이므로 핵심 의미가 완전히 다릅니다.	1164510
2	2	2	Y	0	日産	にっさん	daily output, Nissan (Japanese car company)	일산(2)	日産	하루 동안의 생산. 또는 그 생산량.	일본어의 'Nissan'은 자동차 회사명인 고유명사이며, 한국어의 '일산 (2)'은 생산량을 뜻하는 일반 명사로 핵심 의미가 다릅니다.	1464090
2	2	2	Y	0	一時	いちじ	one o'clock, once, at one time, formerly	일시(1)	一時	잠깐 동안.	한자는 동일하지만 일본어는 '특정 시간 (오후 1 시)'을 뜻하는 반면 한국어는 '잠깐 동안'이라는 시간의 지속성을 나타내는 의미로 핵심 뜻이 갈라져 동형이의에 해당합니다.	1576100
2	2	2	Y	0	一円	いちえん	one yen, throughout (an area), whole district	일원(4)	一圓	일정한 범위의 지역.	일본어의 '一円'은 화폐 단위인 '원'을 뜻하는 반면, 한국 표준국어대사전의 '일원'은 '하나의 지역'이라는 공간적 개념을 뜻하므로 핵심 의미가 다릅니다.	1161130
2	2	2	Y	0	一位	いちい	first place, first rank, units position (of a number)	일위(1)	一位	한 분. 또는 한 사람.	일본어의 '一位'는 순위나 등급을 뜻하는 반면, 한국 표준국어대사전의 '일위'는 특정 인칭 대명사 (한 분/한 사람) 를 지칭하는 명사로 쓰임새가 완전히 다릅니다.	1161020
2	2	2	Y	0	一切	いっさい	all, everything, entirety, the whole	일절(1)	一切	종이 따위를 한 번 끊음.	일본어의 '一切'은 '모든 것'이라는 뜻으로 쓰이지만, 한국 표준국어대사전의 표제어 '일절'은 '종이 따위를 한 번 끊음'이라는 고유한 뜻을 지닌 동형이의어입니다.	1164170
2	2	2	Y	0	日中	にっちゅう	daytime, during the day, Japan and China, Japanese-Chinese	일중(3)	日中	정오 때.	한자는 동일하지만 일본어는 '일본과 중국'이라는 지명 조합의 뜻이고 한국어는 '정오'라는 시간 개념으로 핵심 의미가 완전히 갈라져 동형이의에 해당합니다.	1464250
2	2	2	Y	0	一行	いちぎょう	(one) line, (one) row	일행(1)	一行	함께 길을 가는 사람들의 무리.	일본어의 '一行'은 물리적 배열 (줄/행) 을 뜻하는 반면, 한국어의 '일행'은 함께 이동하는 사람 무리라는 사회적 개념을 뜻하므로 핵심 의미가 다릅니다.	1576020
1	2	2	Y	0	任意	にんい	optional, voluntary, arbitrary, random	임의(0)	任意	정해진 기준이나 원칙이 없이 내키는 대로의 생각이나 마음.	일본어의 '임의'는 '자발적/선택적'을 뜻하는 반면 한국 표준국어대사전의 '임의'는 '기준 없는 마음대로'라는 부정적 뉘앙스를 지닌 동형이의어 관계입니다.	1467160
2	2	2	Y	0	刺激	しげき	stimulus, stimulation, irritation (esp. of the body, e.g. skin, eyes), impetus	자격(2)	刺激	자극을 받아 급하고 세차게 움직임.	일본어의 '시게키'는 외부 자극에 대한 생리적 반응이나 동기 부여를 뜻하는 반면, 한국 표준국어대사전의 '자격 (2)'은 주로 심리적으로 급하고 세차게 움직이는 상태를 지칭하여 핵심 의미와 사용 범위가 갈라졌다.	1594190
1	2	2	Y	0	資格	しかく	qualifications, requirements, capabilities	자격(4)	資格	일정한 신분이나 지위.	일본어의 '資格'은 능력이나 조건을 뜻하는 반면, 한국 표준국어대사전의 '자격'은 신분이나 지위를 뜻하여 핵심 의미가 다릅니다.	1312690
1	2	2	Y	0	長年	ながねん	many years, a long time	장년(2)	長年	오랜 세월.	일본어의 '長年'은 시간의 길이 (오랜 세월) 를 뜻하는 반면, 한국어 표준국어대사전의 '장년 (2)'은 주로 중년 이상의 나이를 지칭하는 명사로 쓰이며 두 단어의 핵심 의미와 용법이 다릅니다.	1430100
1	2	2	Y	0	自粛	じしゅく	self-restraint, voluntary restraint, self-imposed control, self-discipline	자숙(1)	自肅	자신의 행동을 스스로 조심함.	일본어의 '自粛'은 주로 사회적 규범에 따른 자제 (self-restraint) 를 의미하는 반면, 한국 표준국어대사전의 '자숙'은 도덕적 엄격함이나 경계심을 뜻하는 '肅'자를 사용하여 본래의 엄숙함을 강조하므로 핵심 의미가 갈린다.	1317920
2	2	2	Y	0	再三	さいさん	again and again, repeatedly	재삼(0)	再三	두세 번. 또는 몇 번씩.	일본어의 '再三'은 반복을 강조하는 부사적 표현인 반면, 한국 표준국어대사전의 '재삼'은 구체적인 횟수를 나타내는 수량적 용어로 핵심 의미가 갈린다.	1292760
1	2	2	Y	0	財団	ざいだん	foundation (institution), syndicate, group	재단(1)	財團	어떤 사람의 사적 소유에 속하는 재산을, 채권자나 제삼자의 권리를 보호하기 위하여 법률적으로 그 사람의 다른 재산과 구별해서 다루는 것. 파산 재단, 재단 저당의 목적이 되는 재단, 상속인 없는 상속 재산 따위이다.	일본어의 '재단'은 사단법인 등 조직적 실체를 지칭하는 반면, 한국 표준국어대사전의 '재단 (財團)'은 파산이나 상속 등에서 특정 재산과 구별하여 관리하는 법적 개념을 뜻하므로 핵심 의미가 다릅니다.	1296940
2	2	2	Y	0	赤字	あかじ	(being in) the red, deficit, red letter, red writing	적자(2)	赤字	붉은 잉크를 사용하여 교정을 본 글자나 기호.	일본어의 '赤字'는 재정적 손실 (deficit) 을 의미하는 반면, 한국 표준국어대사전의 '적자 (2)'는 붉은 잉크로 쓴 교정 글자를 뜻하므로 핵심 의미가 완전히 다릅니다.	1383440
1	2	2	Y	0	適当	てきとう	suitable, proper, appropriate, adequate	적당(4)	適當	‘적당하다’의 어근.	일본어의 '適当'은 '적절하다/괜찮다'라는 관용적 의미로 쓰이는 반면, 한국어의 '적당 (適當)'은 '크기가 알맞다'는 본래 의미를 지닌 명사나 형용사로 쓰이며, 두 단어의 핵심 뜻과 사용 범위가 갈라져 동형이의에 해당합니다.	1437450
1	2	2	Y	0	電機	でんき	electrical machinery, appliances	전기(16)	電機	전기의 힘으로 움직이는 기계.	일본어의 '電機'는 전기기기 전체를 지칭하는 일반명사라면, 한국어의 '전기'는 주로 '전기의 힘'이라는 물리적 개념을 뜻하므로 핵심 의미가 갈린다.	1442990
1	2	2	Y	0	全体	ぜんたい	whole, entirety, to begin with, in the first place	전체(1)	全體	개개 또는 부분의 집합으로 구성된 것을 몰아서 하나의 대상으로 삼는 경우에 바로 그 대상.	일본어의 '全体'은 '전체적으로/대략적으로'라는 부사적·접속적 용법 (to begin with) 이 주된 의미로 쓰이는 반면, 한국어의 '전체'는 명사로서 '모든 부분의 집합'이라는 고유한 실체 의미를 지니므로 핵심 쓰임이 갈린다.	1395660
1	2	2	Y	0	前線	ぜんせん	(weather) front, front line, the front, battlefront	전선(4)	前線	직접 뛰어든 일정한 활동 분야.	일본어의 '전선'은 군사적 전장이나 날씨의 경계선을 의미하는 반면, 한국 표준국어대사전의 '전선 (4)'은 직접 뛰어든 특정 활동 분야나 직무를 뜻하므로 핵심 의미가 다릅니다.	1393510
1	2	2	Y	0	全日	ぜんじつ	all days	전일(2)	全日	하루 종일.	일본어의 '全日'은 날짜 전체를 뜻하는 반면, 한국어의 '전일 (全日)'은 주로 '어제'라는 시간적 지칭으로 쓰여 핵심 의미가 갈립니다.	1395890
1	2	2	Y	0	電車	でんしゃ	train, electric train	전차(12)	電車	공중에 설치한 전선으로부터 전력을 공급받아 지상에 설치된 궤도 위를 다니는 차.	일본어의 '電車'는 일반 열차를 뜻하지만 한국 표준국어대사전의 '전차'는 공중전선으로 전력을 공급받는 전기궤도차를 지칭하는 특정 용어입니다.	1443530
2	2	2	Y	0	殿下	でんか	Your Highness, His Highness, Her Highness	전하(1)	殿下	조선 시대에, 왕을 높여 이르거나 부르던 말.	일본어의 '殿下'는 왕족을 높여 부르는 호칭이지만, 한국 표준국어대사전의 '전하 (1)'는 조선 시대 왕을 지칭하는 고유명사적 용어로 역사적 배경과 쓰임새가 다릅니다.	1442520
1	2	2	Y	0	電気	でんき	electricity, (electric) light	전기(14)	電氣	물질 안에 있는 전자 또는 공간에 있는 자유 전자나 이온들의 움직임 때문에 생기는 에너지의 한 형태. 음전기와 양전기 두 가지가 있는데, 같은 종류의 전기는 밀어 내고 다른 종류의 전기는 끌어당기는 힘이 있다.	일본어의 '전기'는 주로 '전력/빛'을 뜻하는 반면, 한국 표준국어대사전의 '전기'는 물리학적인 '에너지 현상'을 지칭하며 핵심 의미가 갈린다.	1443000
2	2	2	Y	0	田舎	いなか	rural area, countryside, the sticks, hometown	전사(1)	田舍	농사를 본업으로 하는 사람의 집. 또는 그런 가정.	일본어의 '田舎'는 도시와 대비된 '시골 지역'이라는 지리적 개념을 뜻하는 반면, 한국 표준국어대사전의 '전사'는 농사를 짓는 집이나 가정을 뜻하는 구체적인 주거 단위로 핵심 의미가 다릅니다.	1442750
2	2	2	Y	0	節目	ふしめ	turning point, critical juncture, knot (in a tree, etc.)	절목(3)	節目	법률이나 규정 따위에서 낱낱의 갈래.	일본어의 '節目'은 물리적 연결점이나 전환점을 뜻하는 반면, 한국 표준국어대사전의 '절목 (3)'은 법률이나 규정의 낱낱 항목이라는 전문적 용어로 정의되어 핵심 의미가 갈라졌다.	1722070
2	2	2	Y	0	切手	きって	stamp (postage), merchandise certificate	절수(1)	切手	일제 강점기에, ‘우표’를 이르던 말.	일본어의 '切手'는 우표 일반을 지칭하는 반면, 한국 표준국어대사전의 '절수'는 일제 강점기 당시에만 쓰였던 역사적 용어로 현재에는 통용되지 않아 핵심 쓰임이 갈렸다.	1385070
